confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
3034	1	1	2	2	0.17150404997497823	-295.0335286801386	0.9999999999999999	88.71001453435044	C21H23NO4	[M + H]+	BAUNMBGQQPCIQC	InChI=1S/C21H23NO4/c1-21(2,26-20(25)22-14-6-9-18(22)19(23)24)17-12-10-16(11-13-17)15-7-4-3-5-8-15/h3-5,7-8,10-13,18H,6,9,14H2,1-2H3,(H,23,24)	1-[2-(4-phenylphenyl)propan-2-yloxycarbonyl]pyrrolidine-2-carboxylate	CC(C)(C1=CC=C(C=C1)C2=CC=CC=C2)OC(=O)N3CCCC3C(=O)O	4.0	13391239;13391240;21679171	PubChem:(13391239 13391240 21679171);NORMAN:(NS00048095)	262146	354.1696472167969	346.141164	3879_fibl_pilot_pos_sirius_4137	4137
3035	1	1	1	1	0.17149724830664048	-116.80051993955031	0.9984924623115577	85.2580605810702	C23H38O5	[M + K]+	OKCHDUJPLFYNPT	InChI=1S/C23H38O5/c1-2-3-4-5-9-12-15-21-22(28-21)16-13-10-7-6-8-11-14-17-23(26)27-20(18-24)19-25/h6,8-10,12-13,20-22,24-25H,2-5,7,11,14-19H2,1H3	null	CCCCCC=CCC1C(O1)CC=CCC=CCCCC(=O)OC(CO)CO	4.4000001	102521012	COCONUT:(CNP0081986);PubChem:(102521012);CHEBI:(132119);KEGG Mine	8592031778	433.2349853515625	455.34632999999997	4957_fibl_pilot_pos_sirius_5235	5235
3036	1	1	2	2	0.17146516498589479	-139.85719784634185	0.9999999999999999	30.8892419546211	C16H18O2	[M + H]+	QMYWKFZKRYCUMA	InChI=1S/C16H18O2/c1-11(2)5-7-13-9-16(18)14(10-15(13)17)8-6-12(3)4/h6,9-10,17-18H,1,8H2,2-4H3	Culpin	CC(=CCC1=CC(=C(C=C1O)C#CC(=C)C)O)C	4.9000001	130393	COCONUT:(CNP0198528);KNApSAcK:(17532);Natural Products:(UNPD106065);PubChem:(130393);ZINC bio:(ZINC05158985);MeSH:(130393);Training Set;PubMed	2154582	243.13768005371094	437.56062599999996	3565_fibl_pilot_pos_sirius_3817	3817
3037	1	1	2	2	0.17144106884953955	-26.88953113698323	0.9999999999999999	32.14131014523652	C20H32O2	[M - H2O + H]+	YZXBAPSDXZZRGB	InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)	arachidonate	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	6.30000019	231;444899;3037205;3246804;5312542;5460265;5462110;5462112;12083498;12096305;12111897;12183869;12358407;12358409;12358410;12358414;11507808;11551300;10957715;11580377;12990988;11822939;10380404;21872858;25113199;46844359;54536134;54536135;54536136;57238753;53394032;71311075;71313480;87131823;87549807;87196993;87883733;92449654;101108909;101200222;101200224;101342437;101342438;101342439;101342440;101351323;101826831;119077476;119080458;122651992;122652008;122652036;122652077;129726155;129893333;134689008;131953177	HMDB:(1043 60102);SuperNatural:(SN00225335 SN00011183 SN00035151 SN00314262 SN00158090 SN00228657);ZINC bio:(ZINC04474696 ZINC13507096 ZINC13507098 ZINC13507099 ZINC64219879);additional;MeSH:(444899);Plantcyc:(ARACHIDONIC_ACID);PubMed;NORMAN:(NS00013367);COCONUT:(CNP0083958 CNP0117763);KNApSAcK:(388);Natural Products:(UNPD84138 UNPD128376 UNPD228666 UNPD1153);PubChem:(231 444899 3037205 3246804 5312542 5460265 5462110 5462112 12083498 12096305 12111897 12183869 12358407 12358409 12358410 12358414 11507808 11551300 10957715 11580377 12990988 11822939 10380404 21872858 25113199 46844359 54536134 54536135 54536136 57238753 53394032 71311075 71313480 87131823 87549807 87196993 87883733 92449654 101108909 101200222 101200224 101342437 101342438 101342439 101342440 101351323 101826831 119077476 119080458 122651992 122652008 122652036 122652077 129726155 129893333 134689008 131953177);YMDB Mine;CHEBI:(137828 32395 36306 15843);PubChem class - bio and metabolites;KEGG:(C00219);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(ARACHIDONIC_ACID)	34481301886	287.2377624511719	559.475868	1725_fibl_pilot_pos_sirius_1884	1884
3038	1	1	2	2	0.17139777512272245	-111.6732469428621	0.9979899497487437	37.139249417042535	C17H21NO2	[M - H2O + H]+	YACKUJVZHUOMIV	InChI=1S/C17H21NO2/c19-12-11-18(13-15-7-3-1-4-8-15)14-17(20)16-9-5-2-6-10-16/h1-10,17,19-20H,11-14H2	2-[benzyl(2-hydroxyethyl)amino]-1-phenylethanol	C1=CC=C(C=C1)CN(CCO)CC(C2=CC=CC=C2)O	1.89999998	3869797;57855582;68577115	PubChem:(3869797 57855582 68577115);NORMAN:(NS00008288)	262146	254.1539306640625	184.034088	2108_fibl_pilot_pos_sirius_2291	2291
3039	1	1	2	2	0.17138833247832294	-41.970662653754935	0.9999999999999999	96.67768770201579	C15H22O	[M + H]+	KUFXJZXMWHNCEH	InChI=1S/C15H22O/c1-10(2)12-5-7-15(4)8-6-14(16)11(3)13(15)9-12/h12H,1,5-9H2,2-4H3	alfa-Cyperone	CC1=C2CC(CCC2(CCC1=O)C)C(=C)C	3.79999995	273568;5316284;6452086;10513031;10632629;12069824;12303268;89528182	HMDB:(37061);SuperNatural:(SN00131492 SN00157374 SN00367208);ZINC bio:(ZINC05029090);additional;MeSH:(6452086);PubMed;COCONUT:(CNP0261866);KNApSAcK:(12759);Natural Products:(UNPD13781 UNPD190402 UNPD91019);PubChem:(273568 5316284 6452086 10513031 10632629 12069824 12303268 89528182);PubChem class - bio and metabolites;KEGG:(C17090)	20488542	219.17420959472656	457.59808200000003	460_fibl_pilot_pos_sirius_503	503
3040	1	1	1	1	0.1713548875207728	-355.89899741369504	0.9914572864321609	50.810996879059175	C13H21N5O4	[M + Na]+	GPEWINMGNPPOCM	InChI=1S/C13H21N5O4/c1-4-8(7-20)14-12-15-10-9(18(12)5-6-19)11(21)17(3)13(22)16(10)2/h8,19-20H,4-7H2,1-3H3,(H,14,15)	ACMC-20dcxh	CCC(CO)NC1=NC2=C(N1CCO)C(=O)N(C(=O)N2C)C	-0.600000024	363687;3088992;3088995	PubChem:(363687 3088992 3088995);PubChem class - safety and toxic	67108866	334.1472549450073	108.600138	3627_fibl_pilot_pos_sirius_3881	3881
3041	1	1	2	2	0.1712635833952701	-21.1759599185206	0.9999999999999999	80.50544441704184	C18H28O2	[M + H]+	KDYILQLPKVZDGB	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-5,8,11-17H2,1H3,(H,19,20)	9,12-Octadecadiynoicacid	CCCCCC#CCC#CCCCCCCCC(=O)O	6.03444719	1931	PubChem:(1931);CHEBI:(142250);additional;MeSH:(1931);Training Set;PubMed	540774	277.2161560058594	434.057814	2245_fibl_pilot_pos_sirius_2435	2435
3042	1	2	1	2	0.1711605321367574	-796.7572823640247	0.06381909547738694	16.10299325113528	C38H52ClN3O15	[M + Na]+	PULZTTSKUYCAPJ	InChI=1S/C38H52ClN3O15/c1-17(2)34(47)55-26-14-27(44)42(33-30(46)29(45)31(56-35(40)48)24(16-43)53-33)21-12-20(13-22(51-6)28(21)39)11-18(3)9-8-10-25(52-7)38(50)15-23(54-36(49)41-38)19(4)32-37(26,5)57-32/h8-10,12-13,17,19,23-26,29-33,43,45-46,50H,11,14-16H2,1-7H3,(H2,40,48)(H,41,49)	4''''-O-Carbamoyl ansamitocinoside P-3	CC1C2CC(C(C=CC=C(CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)CC(C4(C1O4)C)OC(=O)C(C)C)C5C(C(C(C(O5)CO)OC(=O)N)O)O)C)OC)(NC(=O)O2)O	1.94514692	56928172	COCONUT:(CNP0136715);KEGG:(C20140);PubChem:(56928172);CHEBI:(144408)	2097442	848.2957763671875	278.029494	3652_fibl_pilot_pos_sirius_3906	3906
3043	1	1	2	2	0.17102691137789527	-12.01673177187478	0.9999999999999999	75.07235685547096	C7H9NO	[M + H]+	HDGMAACKJSBLMW	InChI=1S/C7H9NO/c1-5-4-6(8)2-3-7(5)9/h2-4,9H,8H2,1H3	zlchem 780	CC1=C(C=CC(=C1)N)O	1.2897557	76081	NORMAN:(NS00028474);COCONUT:(CNP0080000);PubChem:(76081);additional;PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	8676720706	124.07599639892578	49.1315772	3955_fibl_pilot_pos_sirius_4215	4215
3044	1	1	2	2	0.17093765487877455	-173.50519394632977	0.9999999999999999	49.29541750629478	C18H29NO2	[M + H]+	JVKWTDRHWOSRFT	InChI=1S/C18H29NO2/c1-2-3-4-5-6-7-8-9-10-11-18(21)19-16-12-14-17(20)15-13-16/h12-15,20H,2-11H2,1H3,(H,19,21)	Suconox-12	CCCCCCCCCCCC(=O)NC1=CC=C(C=C1)O	5.53360748	66902	NORMAN:(NS00023273);PubChem class - safety and toxic;PubChem:(66902);PubMed	67371074	292.226806640625	387.911694	1062_fibl_pilot_pos_sirius_1165	1165
3045	1	1	2	2	0.17089509140238718	-62.66344837346532	0.9999999999999999	146.28289264312716	C17H28O3	[M - H2O + H]+	XRXBQYLENKQKNY	InChI=1S/C17H28O3/c1-11-6-7-15(20-12(2)18)17(5)9-8-13(10-14(11)17)16(3,4)19/h13-15,19H,1,6-10H2,2-5H3	null	CC(=O)OC1CCC(=C)C2C1(CCC(C2)C(C)(C)O)C	2.79999995	101928777	COCONUT:(CNP0256016);Natural Products:(UNPD160933);PubChem:(101928777);SuperNatural:(SN00261310)	3178498	263.20068359375	330.020688	887_fibl_pilot_pos_sirius_970	970
3046	1	1	2	2	0.1708065552418055	-20.880234668652875	0.9999999999999999	125.89465655569983	C8H8O4	[M - H2O + H]+	WKOLLVMJNQIZCI	InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)	Vanillate	COC1=C(C=CC(=C1)C(=O)O)O	0.884501636	8468;10535133;10630957;10749645;12358657;54675858;71752915;102295056;102295057;131708670	HMDB:(484);PubChem class - food;SuperNatural:(SN00313543 SN00001340);ZINC bio:(ZINC00338275);additional;MeSH:(8468);Plantcyc:(VANILLATE);PubMed;NORMAN:(NS00014581);COCONUT:(CNP0086401 CNP0122021);KNApSAcK:(2682);Natural Products:(UNPD165274 UNPD172019);PubChem:(8468 10535133 10630957 10749645 12358657 54675858 71752915 102295056 102295057 131708670);CHEBI:(30816 16632);PubChem class - bio and metabolites;KEGG:(C06672);PubChem class - safety and toxic;YMDB:(1802);PubChem class - drug;Biocyc:(VANILLATE)	255830398	151.0389404296875	191.323788	1331_fibl_pilot_pos_sirius_1458	1458
3047	1	1	1	4	0.17073485490135373	-246.18284390594886	0.8201005025125628	117.27609896983672	C19H31NO9	[M + H]+	NPSSJYRBJFIFPS	InChI=1S/C19H31NO9/c1-10(2)7-8-25-19-16(20-11(3)21)18(28-14(6)24)17(27-13(5)23)15(29-19)9-26-12(4)22/h10,15-19H,7-9H2,1-6H3,(H,20,21)	Ambcb5808764	CC(C)CCOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)NC(=O)C	0.800000012	2870421;7074957;7155081;7155082;7155083;7155084;24046509	COCONUT:(CNP0211743);PubChem:(2870421 7074957 7155081 7155082 7155083 7155084 24046509);SuperNatural:(SN00066384);ZINC bio:(ZINC04023562)	3153922	418.20704650878906	186.67790399999998	153_fibl_pilot_pos_sirius_170	170
3048	1	2	1	1	0.17070025492560464	-11.109533658242931	0.9999999999999999	10.15136479553706	C12H22O11	[M + K]+	CZMRCDWAGMRECN	InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2	Sugar-d6	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	-4.40808487	1115;5988;641624;641681;193385;196128;448244;3036169;7566553;7566558;7566987;7566990;6326101;9798109;9907067;10903976;10215500;15560349;15560351;15560360;15560361;15560364;16663020;18649154;16071271;16217536;16219991;22827006;22886035;23304668;24892744;29987096;42552636;42552748;44120115;49766505;46782954;46936484;51404248;51404249;51404250;51404251;50990598;53748486;53748487;53748488;53748489;53748490;53748491;53748492;57181456;57193742;53301851;57358095;53384916;56628400;60078499;60078646;60109619;56845955;59059877;59103604;59105062;57702372;58798222;59664699;59378726;57997981;58307999;68519390;66788661;69501288;68984672;68986737;68152165;69860867;68233016;68243417;68255877;68321398;69175355;70087999;71024598;71024603;71026769;71752269;69497010;71078848;71122057;71160516;71171065;70899489;71295147;71306938;71309926;71310301;71469257;87786366;90945623;89355142;93532320;93532321;89770229;93091914;94008900;94011385;94011386;91242203;89989618;95566337;92854535;91692850;99134536;98092727;98092728;97052224;91846522;91850964;91857064;99957894;101190003;102041674;102041675;102041676;102217474;101414858;101433504;102425861;102602453;117783796;118855898;118856097;123532914;122362252;124099437;124897586;124897589;124897590;124905301;129316839;129705146;129729514;133568280;131801521;131801522;133611801;133687166;136212896;139025105;139025265	HMDB:(258 125600);PubChem class - food;SuperNatural:(SN00326007 SN00323809 SN00356394 SN00007469);ZINC bio:(ZINC04217475 ZINC04556538 ZINC04556539 ZINC04556540 ZINC04556541 ZINC05224791 ZINC11592522 ZINC11592523 ZINC11592524);additional;HSDB:(57-50-1);MeSH:(5988 193385 196128 3036169 7566553);Plantcyc:(SUCROSE);PubMed;NORMAN:(NS00014135);COCONUT:(CNP0208561);KNApSAcK:(1151);Natural Products:(UNPD32715 UNPD111541 UNPD128750 UNPD167245 UNPD70084);PubChem:(1115 5988 641624 641681 193385 196128 448244 3036169 7566553 7566558 7566987 7566990 6326101 9798109 9907067 10903976 10215500 15560349 15560351 15560360 15560361 15560364 16663020 18649154 16071271 16217536 16219991 22827006 22886035 23304668 24892744 29987096 42552636 42552748 44120115 49766505 46782954 46936484 51404248 51404249 51404250 51404251 50990598 53748486 53748487 53748488 53748489 53748490 53748491 53748492 57181456 57193742 53301851 57358095 53384916 56628400 60078499 60078646 60109619 56845955 59059877 59103604 59105062 57702372 58798222 59664699 59378726 57997981 58307999 68519390 66788661 69501288 68984672 68986737 68152165 69860867 68233016 68243417 68255877 68321398 69175355 70087999 71024598 71024603 71026769 71752269 69497010 71078848 71122057 71160516 71171065 70899489 71295147 71306938 71309926 71310301 71469257 87786366 90945623 89355142 93532320 93532321 89770229 93091914 94008900 94011385 94011386 91242203 89989618 95566337 92854535 91692850 99134536 98092727 98092728 97052224 91846522 91850964 91857064 99957894 101190003 102041674 102041675 102041676 102217474 101414858 101433504 102425861 102602453 117783796 118855898 118856097 123532914 122362252 124099437 124897586 124897589 124897590 124905301 129316839 129705146 129729514 133568280 131801521 131801522 133611801 133687166 136212896 139025105 139025265);CHEBI:(51833 17992 65313 18260);PubChem class - bio and metabolites;KEGG:(C04219 C18068 C00089);PubChem class - safety and toxic;YMDB:(906);PubChem class - drug;Biocyc:(CPD8J2-4 CPD-10684 SUCROSE)	255830910	381.0791320800781	36.653775599999996	2637_fibl_pilot_pos_sirius_2844	2844
3049	1	1	2	2	0.1705878780554777	-81.08302487906772	0.9999999999999999	92.96887305748744	C22H34O4	[M - H2O + H]+	FOSUPIBQARPELG	InChI=1S/C22H34O4/c1-13-10-22-11-15(13)5-6-16(22)20(3)8-7-18(24)21(4,12-26-14(2)23)17(20)9-19(22)25/h15-19,24-25H,1,5-12H2,2-4H3	Linearol	CC(=O)OCC1(C(CCC2(C1CC(C34C2CCC(C3)C(=C)C4)O)C)O)C	3.20000005	497896;11906032;18555560;44584552;59284375;129650412;133550451	COCONUT:(CNP0282893);Natural Products:(UNPD142013 UNPD38702 UNPD134833 UNPD67797);PubChem:(497896 11906032 18555560 44584552 59284375 129650412 133550451);SuperNatural:(SN00345522 SN00367357 SN00265352 SN00354764);MeSH:(497896 44584552 129650412 133550451);Training Set;PubMed	3194950	345.2425842285156	393.748746	491_fibl_pilot_pos_sirius_536	536
3050	1	1	2	2	0.1705430906181898	-279.41088772928225	0.9999999999999999	20.88527799275736	C16H25NO11	[M - H2O + H]+	PJCATKAGSUTUJA	InChI=1S/C16H25NO11/c1-7(18)17-12-11(27-9(3)20)5-16(25-4,15(23)24)28-14(12)13(22)10(21)6-26-8(2)19/h10-14,21-22H,5-6H2,1-4H3,(H,17,18)(H,23,24)	Methyl 4,9-Di-O-Acetyl-5-(Acetylamino)-3,5-Dideoxy-D-Glycero-Alpha-D-Galacto-Non-2-Ulopyranosidonic Acid	CC(=O)NC1C(CC(OC1C(C(COC(=O)C)O)O)(C(=O)O)OC)OC(=O)C	-1.79999995	24801866	PubChem:(24801866);PubChem class - bio and metabolites	16777218	390.13983154296875	141.009048	3367_fibl_pilot_pos_sirius_3613	3613
3051	1	1	1	1	0.1703040354278156	-123.79342739013137	0.9999999999999999	74.28127921737166	C15H19NO9	[M + Na]+	PMBZSEOAOIYRMW	InChI=1S/C15H19NO9/c1-22-6-2-3-7-8(4-6)23-15(13(21)16-7)25-14-12(20)11(19)10(18)9(5-17)24-14/h2-4,9-12,14-15,17-20H,5H2,1H3,(H,16,21)	2-O-Glucosyl-7-methoxy-1,4(2H)-benzoxazin-3-one	COC1=CC2=C(C=C1)NC(=O)C(O2)OC3C(C(C(C(O3)CO)O)O)O	-1.29999995	161229;11035692;66840669;71501237;77195052;71481195;102342371;133556381	COCONUT:(CNP0263654);HMDB:(37263);Natural Products:(UNPD220893 UNPD27395 UNPD65128 UNPD138853);PubChem:(161229 11035692 66840669 71501237 77195052 71481195 102342371 133556381);SuperNatural:(SN00287604 SN00372191 SN00266100);CHEBI:(134457);additional;PubChem class - bio and metabolites;MeSH:(161229 77195052);Training Set;PubMed	20496494	380.0950622558594	173.506044	3811_fibl_pilot_pos_sirius_4068	4068
3052	1	1	2	2	0.17013108948922553	-79.90256789355227	0.9999999999999999	85.60300437559394	C27H48O2	[M + H]+	APYVEUGLZHAHDJ	InChI=1S/C27H48O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h17-25,28-29H,6-16H2,1-5H3	ACMC-20mgjv	CC(C)CCCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	8.0	440679;3080603;5118590;16082381;16082397;21155372;53656044;53656045;58692724;122535984;129728617;134688612;134688617;134252257;134255445	COCONUT:(CNP0245981);HMDB:(6893);Natural Products:(UNPD118238);PubChem:(440679 3080603 5118590 16082381 16082397 21155372 53656044 53656045 58692724 122535984 129728617 134688612 134688617 134252257 134255445);SuperNatural:(SN00281328);CHEBI:(28047);PubChem class - bio and metabolites;MeSH:(3080603 16082381);KEGG:(C05452);PubMed;Biocyc:(CPD-7238)	19958126	405.3728942871094	667.25466	2196_fibl_pilot_pos_sirius_2383	2383
3053	1	1	1	2	0.1700896943211872	-134.51863293102656	0.9999999999999999	51.55276585062831	C9H17NO7	[M + H]+	ZZHZYDXMAKUKNS	InChI=1S/C9H17NO7/c1-4(9(15)16)17-8(5(10)2-11)7(14)6(13)3-12/h2,4-8,12-14H,3,10H2,1H3,(H,15,16)	Ambap1114-41-6	CC(C(=O)O)OC(C(C=O)N)C(C(CO)O)O	-5.4000001	92864;4522397;16738695;21116862;87525858;88736104;125115518;125115519;125115520;124303842;133109176	COCONUT:(CNP0189590);PubChem:(92864 4522397 16738695 21116862 87525858 88736104 125115518 125115519 125115520 124303842 133109176);CHEBI:(47970);additional;EcoCyc Mine;Training Set;KEGG Mine	25772441634	252.10780334472656	115.04832599999999	1958_fibl_pilot_pos_sirius_2135	2135
3054	1	2	2	4	0.1700717652735275	-217.49329606238587	0.6723618090452262	48.30084688376135	C12H23NO7	[M + H]+	VYGRYVGDPYFVCA	InChI=1S/C12H23NO7/c1-3-6(2)8(11(17)18)13-5-12(19)10(16)9(15)7(4-14)20-12/h6-10,13-16,19H,3-5H2,1-2H3,(H,17,18)	null	CCC(C)C(C(=O)O)NCC1(C(C(C(O1)CO)O)O)O	-3.0	131752725;139292115	COCONUT:(CNP0002613);HMDB:(39780);Training Set;PubChem:(131752725 139292115);PubChem class - bio and metabolites	18890762	294.1556396484375	304.17328799999996	4433_fibl_pilot_pos_sirius_4706	4706
3055	1	1	1	1	0.17006561006293616	-467.9962104719948	0.0	36.969005269468475	C24H29NO12	[M + H]+	WLOKQJZIRPRDNQ	InChI=1S/C24H29NO12/c26-9-13-3-5-15(6-4-13)35-22-19(18(29)17(28)16(10-27)36-22)37-23-20(30)24(32,12-34-23)11-33-21(31)14-2-1-7-25-8-14/h1-8,16-20,22-23,26-30,32H,9-12H2	cucurbitosides L	C1C(C(C(O1)OC2C(C(C(OC2OC3=CC=C(C=C3)CO)CO)O)O)O)(COC(=O)C4=CN=CC=C4)O	-1.70000005	11670886;15939800	COCONUT:(CNP0173654);Natural Products:(UNPD73979);PubChem:(11670886 15939800);SuperNatural:(SN00337391)	3178498	524.17529296875	192.264282	3058_fibl_pilot_pos_sirius_3284	3284
3056	1	1	2	2	0.16988213498808297	-24.14118485294741	0.9999999999999999	164.70604794974818	C18H30O3	[M - H2O + H]+	KLLGGGQNRTVBSU	InChI=1S/C18H30O3/c1-2-3-11-14-17(19)15-12-9-7-5-4-6-8-10-13-16-18(20)21/h3,7,9,11-12,15,17,19H,2,4-6,8,10,13-14,16H2,1H3,(H,20,21)	13-OH-9Z,11E,15Z-octadecatrienoate	CCC=CCC(C=CC=CCCCCCCCC(=O)O)O	4.80000019	643552;643726;10017485;10469728;16061072;22041877;25015073;54000793;57369995;53394276;90657736;133114396	HMDB:(10203);SuperNatural:(SN00275309 SN00273633 SN00261912 SN00311085);ZINC bio:(ZINC34961834);additional;MeSH:(16061072);PubMed;COCONUT:(CNP0192749);Natural Products:(UNPD26475 UNPD222289 UNPD121251 UNPD9346 UNPD115206 UNPD199766);PubChem:(643552 643726 10017485 10469728 16061072 22041877 25015073 54000793 57369995 53394276 90657736 133114396);CHEBI:(72641 84441 90773 80442);PubChem class - bio and metabolites;KEGG:(C16316);Training Set;Biocyc:(CPD-14994)	20506990	277.2162170410156	456.308124	3402_fibl_pilot_pos_sirius_3648	3648
3057	1	1	2	2	0.169841554799284	-93.1988818178316	0.9999999999999999	178.77392325387459	C13H20O3	[M - H2O + H]+	KPQMCAKZRXOZLB	InChI=1S/C13H20O3/c1-9-7-11(15)8-12(3,4)13(9,16)6-5-10(2)14/h5-7,10,14,16H,8H2,1-4H3	Vomifoliol	CC1=CC(=O)CC(C1(C=CC(C)O)O)(C)C	0.5	439566;440244;5280462;5280654;5460369;10537120;12444927;11229837;11816951;71587541;71587542;76959092;101406421;101482402;101482403;131616066;137705650	PubChem class - food;SuperNatural:(SN00006884 SN00006885 SN00006886 SN00006863);ZINC bio:(ZINC04095719 ZINC04096338 ZINC04096339 ZINC04096340);MeSH:(440244 5280462 5280654 11816951 137705650);PubMed;COCONUT:(CNP0229898);KNApSAcK:(29834);Natural Products:(UNPD37747 UNPD222030 UNPD95592 UNPD128787 UNPD225670 UNPD212079);PubChem:(439566 440244 5280462 5280654 5460369 10537120 12444927 11229837 11816951 71587541 71587542 76959092 101406421 101482402 101482403 131616066 137705650);YMDB Mine;CHEBI:(49164 49162 49156 49160 49158 49161 28258);KEGG:(C04166 C01760);Training Set;Biocyc:(--6-HYDROXY-3-OXO-ALPHA-IONOL)	34497161590	207.13809204101562	136.665564	926_fibl_pilot_pos_sirius_1014	1014
3058	1	1	2	2	0.16928152119758158	-112.33022668311638	0.9999999999999999	38.21080146463135	C18H28O5	[M - H2O + H]+	DTOLXYHWXCVHRL	InChI=1S/C18H28O5/c1-12-6-7-15(19)13(2)14(3)23-17(20)9-11-18(4,21)10-8-16(12)22-5/h6,8-11,13-16,19,21H,7H2,1-5H3	null	CC1C(OC(=O)C=CC(C=CC(C(=CCC1O)C)OC)(C)O)C	1.89999998	101935266	COCONUT:(CNP0204119);KNApSAcK:(22141);Natural Products:(UNPD127706);PubChem:(101935266);SuperNatural:(SN00363547)	3178514	307.1917419433594	557.57175	623_fibl_pilot_pos_sirius_681	681
3059	1	1	1	2	0.16924908659543186	-270.89727619525956	0.9999999999999999	58.1861845917104	C16H20N2O7	[M + H]+	OTQQWHKIMACEHP	InChI=1S/C16H20N2O7/c1-3-24-14(19)10-9-13(16(21)25-4-2)17-15(20)11-5-7-12(8-6-11)18(22)23/h5-8,13H,3-4,9-10H2,1-2H3,(H,17,20)	diethyl n-(4-nitrobenzoyl)glutamate	CCOC(=O)CCC(C(=O)OCC)NC(=O)C1=CC=C(C=C1)[N+](=O)[O-]	1.89999998	95374;2724178;10089589;44153341	PubChem:(95374 2724178 10089589 44153341);NORMAN:(NS00043240)	262146	353.1344299316406	169.03939200000002	580_fibl_pilot_pos_sirius_634	634
3060	1	1	2	2	0.16910985807156356	-53.30978981592857	0.9999999999999999	86.89396078309514	C10H16O	[M + H]+	YXGUBJPWGFKWQA	InChI=1S/C10H16O/c1-7-5-6-9(8(2)11)10(7,3)4/h5,9H,6H2,1-4H3	1-(2,2,3-trimethylcyclopent-3-en-1-yl)ethanone	CC1=CCC(C1(C)C)C(=O)C	1.89999998	20590;59637707;130622558	NORMAN:(NS00005437);KNApSAcK:(48312);PubChem:(20590 59637707 130622558)	262162	153.1275177001953	200.45604600000001	4796_fibl_pilot_pos_sirius_5071	5071
3061	1	1	1	2	0.16909213238750995	-292.3208252921296	0.970854271356784	67.22649938653274	C25H45N5O10	[M + Na]+	ZMCWALAQRPULMT	InChI=1S/C25H45N5O10/c1-20(31)28(38)17-7-2-5-15-26-21(32)11-13-23(34)29(39)18-8-3-6-16-27-22(33)12-14-24(35)30(40)19-9-4-10-25(36)37/h38-40H,2-19H2,1H3,(H,26,32)(H,27,33)(H,36,37)	5-[[4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentanoic acid	CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCC(=O)O)O)O)O	-2.0	14459425	COCONUT:(CNP0030194 CNP0347205);PubChem:(14459425);SuperNatural:(SN00040395);ZINC bio:(ZINC67911270);additional;Training Set	3694594	598.3070678710938	245.754294	1376_fibl_pilot_pos_sirius_1508	1508
3062	1	1	2	2	0.16906063654838296	-85.58189500930226	0.9999999999999999	89.80724601861036	C13H16O10	[M - H2O + H]+	MSYRRMZRAPXYSM	InChI=1S/C13H16O10/c14-3-7-9(17)10(18)11(19)13(23-7)22-6-2-4(15)1-5(16)8(6)12(20)21/h1-2,7,9-11,13-19H,3H2,(H,20,21)	null	C1=C(C=C(C(=C1O)C(=O)O)OC2C(C(C(C(O2)CO)O)O)O)O	-1.73215115	""	COCONUT:(CNP0231082);Natural Products:(UNPD227336);KEGG Mine	8592064512	315.0715026855469	168.01284	1549_fibl_pilot_pos_sirius_1697	1697
