feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
3631	4.0	0.4799314	ISDB	http://www.wikidata.org/entity/Q1953888	RGHHSNMVTDWUBI-UHFFFAOYSA-N	InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H	O=Cc1ccc(O)cc1	C7H6O2	nan	122.036779432	4-Hydroxybenzaldehyde	RGHHSNMVTDWUBI	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Shikimic acids and derivatives	http://www.wikidata.org/entity/Q20851	Dytiscus marginalis	551469.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Coleoptera']	['Dytiscidae']	['Dytiscini']	['Dytiscus']	['Dytiscus marginalis']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Coleoptera']	nan	nan	nan	nan	5	3	8.4197256565094	1	978	Shikimates and Phenylpropanoids	0.75	Phenolic acids (C6-C1)	0.75	Shikimic acids and derivatives	0.75
3634	6.0	0.7302778	ISDB	http://www.wikidata.org/entity/Q83075306	DKRYSHHGXFYAHR-QZTJIDSGSA-N	InChI=1S/C19H17NO5/c21-18-11-1-2-14-19(25-9-22-14)13(11)7-20-4-3-10-5-15-16(24-8-23-15)6-12(10)17(18)20/h1-2,5-6,17-18,21H,3-4,7-9H2/t17-,18-/m1/s1	O[C@@H]1c2ccc3c(c2CN2CCc4cc5c(cc4[C@H]12)OCO5)OCO3	C19H17NO5	nan	339.110672644	(-)-13beta-Hydroxystylopine	DKRYSHHGXFYAHR	Alkaloids	Tyrosine alkaloids	Protoberberine alkaloids	http://www.wikidata.org/entity/Q15250588	Corydalis saxicola	345836.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Papaveraceae']	['Unknown']	['Corydalis']	['Corydalis saxicola']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Papaveraceae']	nan	nan	nan	6	3	10.421111106872559	1	469	Alkaloids	0.5	Tyrosine alkaloids	0.5	Protoberberine alkaloids	0.5
3636	1.0	0.33859882	ISDB	http://www.wikidata.org/entity/Q105132895	JPLATTLXZFUKRQ-UVMZSPEXSA-N	InChI=1S/C12H20O10/c13-1-4(15)10-11(5(16)3-20-10)22-12-9(19)8(18)7(17)6(2-14)21-12/h1,4-12,14-19H,2-3H2/t4-,5+,6+,7-,8-,9+,10+,11-,12-/m0/s1	O=C[C@H](O)[C@H]1OC[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	C12H20O10	nan	324.10564684	Carrabiose	JPLATTLXZFUKRQ	Carbohydrates	Saccharides	Disaccharides	http://www.wikidata.org/entity/Q47457255	Chondrus ocellatus	372375.0	['Eukaryota']	['Archaeplastida']	['Rhodophyta']	['Florideophycidae']	['Unknown']	['Unknown']	['Unknown']	['Chondrus']	['Chondrus ocellatus']	nan	['Eukaryota']	['Archaeplastida']	nan	nan	nan	nan	nan	nan	nan	2	3	4.854395270347595	1	246	Terpenoids	0.43478260869565216	Saccharides	0.391304347826087	Disaccharides	0.391304347826087
3639	2.0	0.20333493	ISDB	http://www.wikidata.org/entity/Q105307724	WKUVQUIYZHZZFT-UHFFFAOYSA-N	InChI=1S/C15H14N2O4/c1-21-15(20)11-6-9-8-4-2-3-5-10(8)16-13(9)14(17-11)12(19)7-18/h2-6,12,16,18-19H,7H2,1H3	COC(=O)c1cc2c([nH]c3ccccc32)c(C(O)CO)n1	C15H14N2O4	nan	286.095356928	Wkuvquiyzhzzft-uhfffaoysa-	WKUVQUIYZHZZFT	Alkaloids	Tryptophan alkaloids	Carboline alkaloids	http://www.wikidata.org/entity/Q10911620	Stellaria dichotoma	5728488.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Caryophyllaceae']	['Alsineae']	['Stellaria']	['Stellaria dichotoma']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	4.813339710235596	1	-1	nan	nan	nan	nan	nan	nan
3648	8.0	0.72263205	ISDB	http://www.wikidata.org/entity/Q2739877	JIWBIWFOSCKQMA-LTKCOYKYSA-N	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10,12-13H,2,5,8,11,14-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-,13-12-	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O	C18H28O2	nan	276.208930136	Stearidonic acid	JIWBIWFOSCKQMA	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	3	6.390528202056885	1	15	Fatty acids	0.803030303030303	Fatty Acids and Conjugates	0.36363636363636365	Unsaturated fatty acids	0.25757575757575757
3649	1.0	0.5185264	ISDB	http://www.wikidata.org/entity/Q27138769	CJHDBEPXEKGBDW-VMPITWQZSA-N	InChI=1S/C13H18N2O2/c14-9-1-2-10-15-13(17)8-5-11-3-6-12(16)7-4-11/h3-8,16H,1-2,9-10,14H2,(H,15,17)/b8-5+	NCCCCNC(=O)/C=C/c1ccc(O)cc1	C13H18N2O2	nan	234.136827816	p-Coumaroylputrescine	CJHDBEPXEKGBDW	Alkaloids	Ornithine alkaloids	Polyamines	http://www.wikidata.org/entity/Q50840653	Cenchrus americanus	1079449.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Paniceae']	['Cenchrus']	['Cenchrus americanus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	nan	nan	nan	6	3	9.574105501174927	1	18	Alkaloids	0.8235294117647058	Ornithine alkaloids	0.5882352941176471	Polyamines	0.5882352941176471
3654	1.0	0.641298	ISDB	http://www.wikidata.org/entity/Q105161892	MDPUNMGRMZRRAD-LBPRGKRZSA-N	InChI=1S/C12H14N2O4/c1-14-10(15)12(18-3,13-11(14)16)8-4-6-9(17-2)7-5-8/h4-7H,1-3H3,(H,13,16)/t12-/m0/s1	COc1ccc([C@@]2(OC)NC(=O)N(C)C2=O)cc1	C12H14N2O4	nan	250.095356928	(5S)-5-methoxy-5-(4-methoxyphenyl)-3-methylimidazolidine-2,4-dione	MDPUNMGRMZRRAD	Alkaloids	Anthranilic acid alkaloids	nan	http://www.wikidata.org/entity/Q1534556	Polycarpa aurata	1096512.0	['Eukaryota']	['Metazoa']	['Chordata']	['Ascidiacea']	['Stolidobranchia']	['Styelidae']	['Unknown']	['Polycarpa']	['Polycarpa aurata']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	0	4.565191984176636	1	35	Shikimates and Phenylpropanoids	0.68	Phenolic acids (C6-C1)	0.32	Cinnamic acids and derivatives	0.28
3658	4.0	0.45977217	ISDB	http://www.wikidata.org/entity/Q105194114	OLSOYTHXHBNGLE-RWHKXBQASA-N	InChI=1S/C16H20O3/c1-7-5-13(18)15-8(2)10(4)19-16(15)14-9(3)12(17)6-11(7)14/h11-18H,1-6H2/t11-,12-,13+,14-,15+,16+/m0/s1	C=C1O[C@@H]2[C@H]3C(=C)[C@@H](O)C[C@H]3C(=C)C[C@@H](O)[C@H]2C1=C	C16H20O3	nan	260.1412445	(3aR,4R,6aR,8S,9aR,9bR)-2,3,6,9-tetramethylidene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-4,8-diol	OLSOYTHXHBNGLE	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q10903073	Crepis crocea	237606.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cichorieae']	['Crepis']	['Crepis crocea']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	2	6.839088678359985	1	694	Terpenoids	1.0	Sesquiterpenoids	1.0	Cadinane sesquiterpenoids	1.0
3659	1.0	0.7946245	ISDB	http://www.wikidata.org/entity/Q27164841	SFIHQZFZMWZOJV-UHFFFAOYSA-N	InChI=1S/C18H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H2,19,20)	CCCCCC=CCC=CCCCCCCCC(N)=O	C18H33NO	nan	279.256214676	CID 3930	SFIHQZFZMWZOJV	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q237465	Averrhoa bilimbi	829006.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Oxalidales']	['Oxalidaceae']	['Unknown']	['Averrhoa']	['Averrhoa bilimbi']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	1	7.678498029708862	1	15	Fatty acids	0.803030303030303	Fatty Acids and Conjugates	0.36363636363636365	Unsaturated fatty acids	0.25757575757575757
3670	4.0	0.45408028	ISDB	http://www.wikidata.org/entity/Q105003866	FXFBVZOJVHCEDO-FHKSGDNWSA-N	InChI=1S/C7H13NO4/c9-4-3-1-2-7(12,8-3)6(11)5(4)10/h3-6,8-12H,1-2H2/t3-,4+,5-,6+,7-/m0/s1	O[C@H]1[C@H](O)[C@@H](O)[C@@]2(O)CC[C@@H]1N2	C7H13NO4	nan	175.084457896	CID 384346	FXFBVZOJVHCEDO	Alkaloids	Ornithine alkaloids	Tropane alkaloids	http://www.wikidata.org/entity/Q10998	Solanum tuberosum	494835.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum tuberosum']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum tuberosum']	9	3	12.31632113456726	1	782	Alkaloids	0.3333333333333333	Ornithine alkaloids	0.3333333333333333	Tropane alkaloids	0.3333333333333333
3673	1.0	0.80580014	ISDB	http://www.wikidata.org/entity/Q27156521	SFIHQZFZMWZOJV-HZJYTTRNSA-N	InChI=1S/C18H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H2,19,20)/b7-6-,10-9-	CCCCC/C=C\C/C=C\CCCCCCCC(N)=O	C18H33NO	nan	279.256214676	Linoleamide	SFIHQZFZMWZOJV	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q309852	Euglena gracilis	1073327.0	['Eukaryota']	['Unknown']	['Euglenida']	['Euglenophyceae']	['Unknown']	['Euglenaceae']	['Unknown']	['Euglena']	['Euglena gracilis']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	1	3.723200559616089	1	15	Fatty acids	0.803030303030303	Fatty Acids and Conjugates	0.36363636363636365	Unsaturated fatty acids	0.25757575757575757
3681	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	MS1_match|MS1_match|MS1_match|MS1_match|MS1_match|MS1_match|MS1_match|MS1_match	http://www.wikidata.org/entity/Q105289723|http://www.wikidata.org/entity/Q105161921|http://www.wikidata.org/entity/Q105382571|http://www.wikidata.org/entity/Q105194449|http://www.wikidata.org/entity/Q105152969|http://www.wikidata.org/entity/Q105314699|http://www.wikidata.org/entity/Q105250420|http://www.wikidata.org/entity/Q105233230	VNLQNGYIXVTQRR-YJXCLCGISA-N|MDRPZJALROIKMT-OMBLBEMTSA-N|ZSKQNYQQCWYYSU-WTPAXMCGSA-N|OMPUFZJBZRIZHJ-JIVFAJJISA-N|LKCDRCCSEGFFNK-JIVFAJJISA-N|WXKAHDUEQYNCAI-JIVFAJJISA-N|SCUXVSVJZSSYMR-MPESTPMTSA-N|RBOVBGSBFUZCEO-RNEDXHKXSA-N	InChI=1S/C21H30O5/c1-11(22)12-5-7-21(26)14-8-16(23)15-9-17(24)18(25)10-19(15,2)13(14)4-6-20(12,21)3/h8,12-13,15,17-18,24-26H,4-7,9-10H2,1-3H3/t12-,13+,15+,17+,18+,19-,20-,21-/m1/s1|InChI=1S/C21H30O5/c1-20-9-7-15(12-22)21(2,11-17(23)14-8-10-26-13-14)18(20)6-4-5-16(20)19(24)25-3/h5,8,10,13,15,17-18,22-23H,4,6-7,9,11-12H2,1-3H3/t15-,17-,18-,20-,21-/m0/s1|InChI=1S/C21H30O5/c1-13-8-11-21(19(23)24)14(2)6-5-7-16(21)20(13,3)10-9-15-12-17(25-4)26-18(15)22/h6,12-13,16-17H,5,7-11H2,1-4H3,(H,23,24)/t13-,16+,17+,20-,21-/m1/s1|InChI=1S/C21H30O5/c1-13-8-10-21(3)15(19(24)25-4)6-5-7-16(21)20(13,2)11-9-14-12-17(22)26-18(14)23/h6,12-13,16-17,22H,5,7-11H2,1-4H3/t13-,16-,17+,20+,21+/m1/s1|InChI=1S/C21H30O5/c1-13-8-10-21(3)15(18(22)23)6-5-7-16(21)20(13,2)11-9-14-12-17(25-4)26-19(14)24/h6,12-13,16-17H,5,7-11H2,1-4H3,(H,22,23)/t13-,16-,17+,20+,21+/m1/s1|InChI=1S/C21H30O5/c1-13-10-17(22)21(3)15(19(24)25-4)6-5-7-16(21)20(13,2)9-8-14-11-18(23)26-12-14/h6,11,13,16-17,22H,5,7-10,12H2,1-4H3/t13-,16-,17+,20+,21+/m1/s1|InChI=1S/C21H30O5/c1-13-16(24-3)10-21-12-26-19(23)15(21)5-4-6-17(21)20(13,2)8-7-14-9-18(22)25-11-14/h5,13-14,16-17H,4,6-12H2,1-3H3/t13-,14-,16+,17-,20+,21-/m1/s1|InChI=1S/C21H30O5/c1-13-6-5-7-16-20(13,2)11-9-15(18(22)23)21(16,3)10-8-14-12-17(25-4)26-19(14)24/h6,12,15-17H,5,7-11H2,1-4H3,(H,22,23)/t15-,16-,17-,20-,21-/m0/s1	CC(=O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C|COC(=O)C1=CCC[C@@H]2[C@@](C)(C[C@H](O)c3ccoc3)[C@H](CO)CC[C@@]12C|CO[C@@H]1C=C(CC[C@]2(C)[C@H](C)CC[C@@]3(C(=O)O)C(C)=CCC[C@H]32)C(=O)O1|COC(=O)C1=CCC[C@@H]2[C@@](C)(CCC3=C[C@@H](O)OC3=O)[C@H](C)CC[C@@]12C|CO[C@@H]1C=C(CC[C@@]2(C)[C@H](C)CC[C@@]3(C)C(C(=O)O)=CCC[C@H]23)C(=O)O1|COC(=O)C1=CCC[C@@H]2[C@@](C)(CCC3=CC(=O)OC3)[C@H](C)C[C@H](O)[C@@]12C|CO[C@H]1C[C@@]23COC(=O)C2=CCC[C@@H]3[C@@](C)(CC[C@H]2COC(=O)C2)[C@@H]1C|CO[C@@H]1C=C(CC[C@]2(C)[C@H]3CCC=C(C)[C@]3(C)CC[C@H]2C(=O)O)C(=O)O1	C21H30O5|C21H30O5|C21H30O5|C21H30O5|C21H30O5|C21H30O5|C21H30O5|C21H30O5	pos_2MFe|pos_2MFe|pos_2MFe|pos_2MFe|pos_2MFe|pos_2MFe|pos_2MFe|pos_2MFe	362.20932406|362.20932406|362.20932406|362.20932406|362.20932406|362.20932406|362.20932406|362.20932406	3-Epipoststerone|methyl (4aR,5R,6R,8aR)-5-[(2S)-2-(furan-3-yl)-2-hydroxyethyl]-6-(hydroxymethyl)-5,8a-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylate|(4aS,7R,8R,8aS)-8-[2-[(2S)-2-methoxy-5-oxo-2H-furan-4-yl]ethyl]-4,7,8-trimethyl-1,2,5,6,7,8a-hexahydronaphthalene-4a-carboxylic acid|methyl (4aR,5S,6R,8aR)-5-[2-[(2S)-2-hydroxy-5-oxo-2H-furan-4-yl]ethyl]-5,6,8a-trimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylate|(4aR,5S,6R,8aR)-5-[2-[(2S)-2-methoxy-5-oxo-2H-furan-4-yl]ethyl]-5,6,8a-trimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid|Methyl 6alpha-hydroxy-3,13-clerodadien-15,16-olid-18-oate|(6aR,7R,8S,9S,10aS)-9-methoxy-7,8-dimethyl-7-[2-[(3R)-5-oxooxolan-3-yl]ethyl]-5,6,6a,8,9,10-hexahydro-1H-benzo[d][2]benzofuran-3-one|(1R,2R,4aR,8aR)-1-[2-[(2S)-2-methoxy-5-oxo-2H-furan-4-yl]ethyl]-1,4a,5-trimethyl-2,3,4,7,8,8a-hexahydronaphthalene-2-carboxylic acid	VNLQNGYIXVTQRR|MDRPZJALROIKMT|ZSKQNYQQCWYYSU|OMPUFZJBZRIZHJ|LKCDRCCSEGFFNK|WXKAHDUEQYNCAI|SCUXVSVJZSSYMR|RBOVBGSBFUZCEO	Terpenoids|Terpenoids|Terpenoids|Terpenoids|Terpenoids|Terpenoids|Terpenoids|Terpenoids	Steroids|Diterpenoids|Diterpenoids|Diterpenoids|Diterpenoids|Diterpenoids|Diterpenoids|Diterpenoids	Ecdysteroids|Colensane and Clerodane diterpenoids|Colensane and Clerodane diterpenoids|Colensane and Clerodane diterpenoids|Colensane and Clerodane diterpenoids|Colensane and Clerodane diterpenoids|Colensane and Clerodane diterpenoids|Colensane and Clerodane diterpenoids	http://www.wikidata.org/entity/Q7215753|http://www.wikidata.org/entity/Q104915964|http://www.wikidata.org/entity/Q599435|http://www.wikidata.org/entity/Q15231354|http://www.wikidata.org/entity/Q15231354|http://www.wikidata.org/entity/Q15551410|http://www.wikidata.org/entity/Q15590069|http://www.wikidata.org/entity/Q96200621	Serratula tinctoria|Nidorella elliotii|Solidago virgaurea|Grangea maderaspatana|Grangea maderaspatana|Pulicaria wightiana|Baccharis nitida|Linochilus floribundus	879496.0|7598368.0|541018.0|583700.0|583700.0|608334.0|7600056.0|498041.0	['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Asterales']|['Asterales']|['Asterales']|['Asterales']|['Asterales']|['Asterales']|['Asterales']|['Asterales']	['Asteraceae']|['Asteraceae']|['Asteraceae']|['Asteraceae']|['Asteraceae']|['Asteraceae']|['Asteraceae']|['Asteraceae']	['Cardueae']|['Astereae']|['Astereae']|['Astereae']|['Astereae']|['Astereae']|['Astereae']|['Astereae']	['Serratula']|['Nidorella']|['Solidago']|['Grangea']|['Grangea']|['Aster']|['Baccharis']|['Piofontia']	['Serratula tinctoria']|['Nidorella elliotii']|['Solidago virgaurea']|['Grangea maderaspatana']|['Grangea maderaspatana']|['Aster indicus']|['Baccharis nitida']|['Piofontia floribunda']	nan|nan|nan|nan|nan|nan|nan|nan	['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Asterales']|['Asterales']|['Asterales']|['Asterales']|['Asterales']|['Asterales']|['Asterales']|['Asterales']	['Asteraceae']|['Asteraceae']|['Asteraceae']|['Asteraceae']|['Asteraceae']|['Asteraceae']|['Asteraceae']|['Asteraceae']	['Cardueae']|nan|nan|nan|nan|nan|nan|nan	nan|nan|nan|nan|nan|nan|nan|nan	nan|nan|nan|nan|nan|nan|nan|nan	7|6|6|6|6|6|6|6	1|3|3|3|3|3|3|3	7.5|7.5|7.5|7.5|7.5|7.5|7.5|7.5	1|1|1|1|1|1|1|1	968	Terpenoids	0.6666666666666666	Diterpenoids	0.6666666666666666	Colensane and Clerodane diterpenoids	0.6666666666666666
3685	1.0	0.6448576	ISDB	http://www.wikidata.org/entity/Q27116315	LYRFLYHAGKPMFH-UHFFFAOYSA-N	InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)	CCCCCCCCCCCCCCCCCC(N)=O	C18H37NO	nan	283.287514804	Octadecanamide	LYRFLYHAGKPMFH	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q2353550	Annona glabra	209798.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Magnoliales']	['Annonaceae']	['Annoneae']	['Annona']	['Annona glabra']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	3	8.079430341720581	1	124	Fatty acids	0.3333333333333333	Fatty amides	0.25925925925925924	Primary amides	0.25925925925925924
3687	1.0	0.71894115	ISDB	http://www.wikidata.org/entity/Q76727217	CKPBBEOJHAPPBT-HXUWFJFHSA-N	InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)29-20(18-23)19-28-30(25,26)27-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1	CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN	C21H44NO7P	nan	453.285539378	2-azaniumylethyl (2R)-2-(hexadecanoyloxy)-3-hydroxypropyl phosphate	CKPBBEOJHAPPBT	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	3	4.375764608383179	1	83	Fatty acids	0.4	Glycerophospholipids	0.3333333333333333	Glycerophosphoethanolamines	0.26666666666666666
3688	1.0	0.28039908	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	JYGCFKIEXRCHGG	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.121596336364746	1	758	nan	nan	nan	nan	nan	nan
